SMILES,pIC50,logP
Cc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)s1,8.22,4.6841200000000045
c1ccc2c(c1)CCC1(CCN(c3ccc(-c4nnc(Cc5ccncc5)o4)nn3)CC1)O2,8.22,3.8766000000000025
CNC(=O)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,8.22,3.0688000000000013
Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(=O)CO)c1=O,8.21,2.4443200000000007
O=C(O)CCc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)n1,8.2,5.043500000000003
Cc1csc(NC(=O)c2ccc(CNc3ccccc3C)cc2)n1,8.19,4.624340000000003
O=C(Nc1nc(CCO)cs1)c1ccc(CNc2ccccc2Cl)cc1,8.19,4.195700000000002
COc1ccc(-c2nc3ccc(NCc4cc(C(F)(F)F)ccn4)cc3n(CCNC(C)=O)c2=O)cc1,8.19,4.234100000000002
OCc1noc(-c2ccc(N3CCC4(COc5ccccc54)C3)nn2)n1,8.19,1.5594
CC(C)CCc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)s1,8.17,5.2847000000000035
Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1,8.15,3.3477200000000016
Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccsc3)nn2)CC1,8.15,3.4092200000000012
COc1ccc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)nc1,8.15,4.211500000000003
OCc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,8.15,3.8065000000000033
O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,8.15,4.186200000000003
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,8.15,4.058100000000003
NC(=O)c1nnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,8.15,2.7036000000000007
O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3Cc3ccccc3)s2)n1,8.12,5.286900000000004
COc1ccc2[nH]nc(Nc3cccc(Cl)c3)c2c1,8.1,3.9685000000000015
COc1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,8.1,4.7882000000000025
N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccc(O)cc3s2)cc1,8.1,4.3023000000000025
COCc1cnn(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)c1,8.1,3.4730000000000016
Cn1cc(-c2ccc(N3CCC(n4ncc5ccc(C(F)(F)F)cc54)CC3)nn2)cn1,8.1,4.087100000000003
COc1ccc(C(=O)Nc2nnc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,8.1,3.7797000000000023
Cc1nc(N2CCN(CCCc3ccccc3)C2=O)sc1C(=O)NCc1cccnc1,8.1,3.651320000000002
Cc1nc(-n2cnn(Cc3ccc(C(F)(F)F)o3)c2=O)sc1C(=O)NCc1cccnc1,8.1,2.784020000000001
OCc1ccc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cn1,8.1,3.6952000000000025
O=C(Nc1ncc(C(=O)O)s1)c1ccc(CNc2ccccc2C(F)(F)F)cc1,8.09,4.724500000000003
COc1ccc(-c2nc3ccc(NCc4ccc(Cl)c(Cl)c4)cc3n(CCNC(C)=O)c2=O)cc1,8.07,5.127100000000004
O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3-c3ccccc3)cc2)n1,8.06,5.301600000000004
CCCCc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)s1,8.06,5.038700000000003
Cc1nc(-n2cnn(CCOc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cccnc1,8.05,2.3420200000000007
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1nccs1,8.05,2.372820000000001
O=C(Nc1nc2ccccc2s1)c1ccc(C(=O)c2ccccc2)cc1,8.05,4.779600000000004
O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)s2)n1,8.05,4.714900000000002
CCCc1ccccc1NCc1ccc(C(=O)Nc2nc(C)cs2)cc1,8.05,5.268420000000004
Cc1cnc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)s1,8.05,4.572820000000003
COc1ccc(C(=O)Nc2ncc(Cc3ccc(F)c(F)c3)s2)cc1OCCO,8.05,3.644100000000002
O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,8.05,3.4303000000000017
COc1ccc2cc(C(=O)Nc3ncc(Cc4cccc(C(F)(F)F)c4)s3)ccc2c1,8.05,6.166800000000004
Cn1cc(-c2ccc(N3CCC(n4ncc5ccc(F)cc54)CC3)nn2)cn1,8.05,3.2074000000000007
Cc1cn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,8.05,3.1413200000000012
CCOc1cnn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)c1,8.05,3.231600000000002
Cc1csc(NC(=O)c2ccc(CNc3ccccc3Cl)cc2)n1,8.04,4.969320000000002
N#CC1(c2ccc(S(F)(F)(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,8.02,4.738080000000004
Cc1ccc(-c2nc3cnc(NCc4cccc(C(F)(F)F)c4)nc3n(CCC(N)=O)c2=O)cc1,8.02,3.6682200000000007
Cc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)s2)n1,8.01,5.396220000000001
Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1cccnc1,8.0,3.357820000000002
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccccc3OC(F)(F)F)CC2)nn1,8.0,3.9379000000000026
O=C(NCc1cccnc1)Nc1ccc(N2CCC3(CCc4c(cccc4C(F)(F)F)O3)CC2)nn1,8.0,4.576300000000003
NC(=O)c1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,8.0,3.308600000000002
O=C(NCCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,8.0,3.3778000000000024
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(-c2ccco2)on1,8.0,3.570800000000002
Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,8.0,3.675320000000002
O=C(Nc1cnn(Cc2ccccc2)c1)c1noc2c1CCCC2,8.0,3.0505000000000013
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1noc2c1CCCC2,8.0,3.189600000000002
O=C(Nc1cnn(Cc2ccccc2)c1)c1cc(N2CCCC2)on1,8.0,2.7719000000000014
COc1cc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)ccc1OCCO,8.0,4.384700000000004
O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CC2)CCN(CC2CC2)c2ccccc2O3)nn1,8.0,3.3731000000000027
O=C(O)Cn1nnc(-c2cc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)no2)n1,7.96,2.430300000000001
N#CC1(c2ccc(OC(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,7.96,2.979280000000001
Clc1cccc(Nc2ncnc3ccccc23)c1,7.96,4.0268000000000015
COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,7.96,4.605300000000003
N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1,7.96,4.596700000000003
O=C(Nc1cnn(Cc2cccc(F)c2)c1)c1cc(C2=CCCCC2)on1,7.96,4.268200000000004
OCCc1cnn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)c1,7.96,2.3677
Cc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,7.96,4.622620000000004
Cn1cc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,7.96,3.812400000000002
CNC(=O)Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,7.96,2.2566999999999995
COc1ncc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,7.96,3.112800000000002
Cc1cnn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)c1,7.96,3.141320000000002
COc1ccc(C(=O)Nc2ncc(Cc3cccc(F)c3)s2)cc1OCCO,7.96,3.505000000000003
CC(=O)Nc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,7.96,4.334500000000004
Cn1cc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cn1,7.92,3.541400000000001
OCCn1cc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,7.92,3.2677000000000014
Cc1cnc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)s1,7.92,4.079120000000003
CN(C)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,7.92,3.7752000000000026
Cc1nc(-n2ccc(OCCC3CC3)cc2=O)sc1C(=O)NCc1ccccc1,7.92,3.7113200000000024
CC(C)(C)OC(=O)N1CCN(c2cc(C(=O)Nc3cnn(Cc4ccccc4)c3)no2)CC1,7.92,3.2288000000000014
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(F)ccc3C(F)(F)F)CC2)nn1,7.92,3.126800000000002
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CC3)CC(=O)c3c(Cl)cccc3O4)s2)n1,7.92,2.5390000000000006
O=C1OC(c2ccccc2)CN1Cc1cc(O)c(Cl)cc1Cl,7.92,4.392500000000003
Cc1cnn(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)c1,7.92,3.6350200000000026
O=C(Nc1ncc(Cc2cccc(C(F)(F)F)c2)s1)c1ccc(N2CCOCC2)c(OCCO)c1,7.92,4.212700000000004
O=C(O)Cn1nnc(-c2cnc(N3CCC4(CCc5c(Cl)cccc5O4)CC3)s2)n1,7.89,2.8988000000000014
CC(=O)NCCn1c(=O)c(-c2cccnc2)nc2ccc(NCc3ccc(F)c(Cl)c3)nc21,7.89,3.3942000000000005
CC(=O)NCCn1c(=O)c(-c2cccnc2)nc2ccc(NCc3cccc(C(F)(F)F)c3)cc21,7.89,4.225500000000002
C#CCOc1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,7.89,4.7916000000000025
COc1ccc(OC)c(N2CC(c3ccc(F)cc3)OC2=O)c1,7.89,3.5408000000000026
COc1cccc2c1CCC1(CCN(c3nnc(-c4nnn(CC(=O)O)n4)s3)CC1)O2,7.89,1.6489999999999998
COc1ccc(-c2nc3ccc(NCc4cccc(C)c4)cc3n(CCNC(C)=O)c2=O)cc1,7.89,4.128720000000002
O=C(O)Cc1csc(NC(=O)c2ccc(CNc3ccccc3Cl)cc2)n1,7.89,4.288000000000003
Cc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)cc1,7.85,3.9430200000000015
OCc1nnc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)o1,7.85,2.6832000000000003
NC(=O)c1cc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)no1,7.85,2.8401000000000014
Cc1nsc(-c2ccc(N3CCC(N4CCc5ccccc54)CC3)nn2)n1,7.85,3.335020000000002
Fc1ccc2c(c1)N(C1CCN(c3ccc(-c4ccc(C(F)(F)F)nc4)nn3)CC1)CC2,7.85,4.728000000000004
CN(C)c1ccc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,7.85,4.539900000000004
Cn1cc(-c2ccc(N3CCC(n4ncc5c(Cl)cccc54)CC3)nn2)cn1,7.82,3.721700000000002
COc1ccc(O)c(C(=O)Nc2cccc(Cl)c2)c1,7.82,3.3065000000000015
N#CC1(c2cccc(Cl)c2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,7.82,2.7340800000000005
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4cccc(Cl)c4)cc3)[nH]c2c1,7.82,4.953800000000003
Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,7.82,3.0477000000000016
CC(=O)Nc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,7.82,3.667600000000003
CC(=O)NCCn1c(=O)c(-c2cccnc2)nc2ccc(NCc3ccc(Cl)c(Cl)c3)nc21,7.82,3.908500000000002
CN(C)c1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,7.82,4.442100000000004
O=C(NC[C@H](O)c1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,7.82,2.9212000000000016
CNC(=O)Cn1cc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,7.82,3.0214000000000016
FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(CCc5cccnc5)o4)nn3)CC1)O2,7.8,5.089800000000006
O=c1[nH]c(CO)nc2nc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)sc12,7.8,2.9385000000000003
FC(F)(F)c1ccccc1OC1CCN(c2ncc(-c3ncon3)s2)CC1,7.8,4.259700000000002
O=C(Nc1ncc(Cc2cccc(C(F)(F)F)c2)s1)c1ccc(OCCO)c(OCCO)c1,7.8,3.747200000000004
COc1ccc(-c2nc3ccc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCC(N)=O)c2=O)cc1,7.8,4.261400000000002
