SMILES,pIC50,logP
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,9.42,4.627600000000004
O=c1[nH]c2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,9.42,3.4356000000000018
COc1ccccc1N1CCN(CCCNC(=O)OC(C)(C)C)CC1,9.41,2.732000000000001
O=C(NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1)C1CCC(F)(F)CC1,9.4,4.221500000000003
O=c1ccc2ccc(OCCCCN3CCN(c4cccc5c4OCCO5)CC3)cc2[nH]1,9.4,3.2805000000000017
COc1ccccc1N1CCN(CCCc2ccc3[nH]c(=S)[nH]c3c2)CC1,9.4,3.9888900000000023
Cc1cccc(C2=CCN(CCNC(=O)C3CCOCC3)CC2)n1,9.4,2.0219199999999997
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3cccc(Cl)c3C2)CC1,9.4,3.9182000000000023
CCN(Cc1ccc(C)cc1)Cc1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1,9.4,4.814420000000005
Clc1cccc(N2CCN(CCCCNc3ccccn3)CC2)c1Cl,9.4,4.402700000000003
Cc1cccc(C2CCN(CCNC(=O)C3CCC(F)(F)CC3)CC2)n1,9.4,3.5111200000000027
Oc1nc2cccc(N3CCN(Cc4ccc(O)c(-c5ccccc5)c4)CC3)c2o1,9.39,4.228200000000003
Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1,9.38,4.889200000000003
CCN(C)CCc1c(-c2ccc(C#N)cc2)[nH]c2ccccc12,9.38,4.200780000000003
Cc1ccc(S(=O)(=O)N[C@H]2CC[C@H](CCN3CCN(c4nsc5ccccc45)CC3)CC2)cc1,9.38,4.654120000000005
O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cc2ccccc2[nH]1,9.37,5.278500000000005
O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cccs1,9.37,4.407200000000004
CN1CCc2cc(F)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3,9.37,2.9890000000000025
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,9.36,3.5904200000000026
CCCN(CCCCCCCCCCN(CCC)[C@H]1CCc2c(O)cccc2C1)[C@@H]1CCc2c(O)cccc2C1,9.36,8.057400000000012
CN1CCN(C2Cc3ccccc3Sc3ccc(-c4nnn(C)n4)cc32)CC1,9.36,2.8729000000000013
O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1,9.35,4.027900000000003
CCCN(CCc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1)C1CCc2c(O)cccc2C1,9.35,5.392200000000005
O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4OCCO5)CC3)nc2N1,9.35,2.718700000000001
O=C(CCCN1CCC(O)(c2cc(Cl)cc(Cl)c2)CC1)c1ccc(F)cc1,9.35,5.079000000000004
CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,9.34,8.11720000000001
CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3cc(F)ccc3F)CC2)CC1,9.34,5.006900000000004
CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN(CCC)[C@H]3CCc4c(O)cccc4C3)cc2OC)nn1,9.33,5.583500000000006
O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4OCC(=O)N5)CC3)cc2N1,9.33,2.883400000000001
Oc1nc2cccc(N3CCN(Cc4cc(-c5ccc(F)cc5)ccn4)CC3)c2o1,9.33,4.056700000000003
O=c1ccc2ccc(CCN3CCN(c4cccc5sc(F)cc45)CC3)cc2[nH]1,9.32,4.246600000000003
CCc1cccc(N2CCN(CC[C@H]3CC[C@H](NC(=O)NC)CC3)CC2)c1Cl,9.32,3.902300000000002
CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O,9.31,2.2212000000000014
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,9.31,4.1303000000000045
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,9.3,3.192800000000001
O=c1[nH]c2ccccc2n1C1CCN(CCCOc2ccc(F)cc2)CC1,9.3,3.5747000000000027
CCCN1CC[C@@H]2Cc3c(O)cccc3C[C@H]21,9.3,2.5913000000000004
Nc1ccc(C#CCCN2CC=C(c3ccccc3)CC2)cn1,9.3,3.194700000000002
CCCNC1CCc2c(O)cccc2C1,9.3,2.2491000000000003
O=S(=O)(c1cccc2cnccc12)N1CCC[C@H]1CCN1CCN(c2nsc3ccccc23)CC1,9.3,4.209900000000004
O=C(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)Nc1ccn2ncc(/C=N\O)c2c1,9.3,3.9901000000000018
CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,9.3,4.204200000000004
Nc1ccc(C#CCCN2CC=C(c3ccccc3)CC2)cc1,9.3,3.799700000000003
CCCN(CCC)[C@@H]1CCc2ccc(O)cc2C1,9.3,3.371500000000002
O=C(Nc1cccnc1)N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1,9.29,4.583900000000004
CCN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1,9.29,4.028500000000003
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,9.28,5.432500000000005
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1,9.28,3.6384000000000025
COc1ccccc1N1CCN(CCCC(=O)Nc2ccn3ncc(/C=N\O)c3c2)CC1,9.28,2.6919000000000004
N#Cc1cnn2ccc(NC(=O)CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12,9.28,4.0536800000000035
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,9.27,4.308100000000003
O=c1ccc2c(N3CCN(CCCCOc4ccn5ncc(/C=N/O)c5c4)CC3)ccc(O)c2[nH]1,9.27,2.6707000000000005
O=C(CCCN1CC[Si](O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,9.26,3.6026000000000025
COc1ccccc1N1CCN(CCCC(=O)Nc2ccn3ncc(C#N)c3c2)CC1,9.26,2.7554800000000013
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,9.26,3.668400000000002
Clc1cccc(N2CCN(CCCCNc3cc(-c4ccccc4)ccn3)CC2)c1Cl,9.26,6.069700000000005
O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cc2ccccc2o1,9.24,5.091900000000005
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4COC5)CC3)cc21,9.24,2.9414000000000016
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4OCCC5)CC3)cc21,9.24,3.236200000000002
O=Cc1cnn2ccc(OCCCCN3CCN(c4ccc(O)c5[nH]c(=O)ccc45)CC3)cc12,9.24,2.6751000000000014
COc1ccccc1N1CCN(CCCCCNC(=O)c2nnn(Cc3ccccc3Br)c2C)CC1,9.24,4.128220000000002
COc1ccccc1N1CCN(CCCCNC(=O)c2cnn3ccc(OCCOCCOCCOCCOc4ccn5ncc(C(=O)NCCCCN6CCN(c7ccccc7OC)CC6)c5c4)cc23)CC1,9.23,5.171200000000008
Clc1cccc(N2CCN(CCCCNc3ccc(-c4ccccc4)cn3)CC2)c1Cl,9.23,6.069700000000005
COc1ccccc1N1CCN(CCCCNC(=O)OC(C)(C)C)CC1,9.22,3.1221000000000023
O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)c1cccs1,9.22,5.555800000000005
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,9.22,5.687700000000006
Clc1cccc(N2CCN(CCCCNc3ccc4ccccc4n3)CC2)c1Cl,9.22,5.555900000000005
COc1nc2sc(C(=O)NCCCCCCN3CCC(c4ccc(Cl)cc4)CC3)c(N)c2c(C)c1Cl,9.22,6.672120000000007
CN1CCN(C2Cc3ccccc3Sc3ccc(-c4cccnc4)cc32)CC1,9.21,4.744400000000004
O=C1COc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,9.21,4.305500000000004
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,9.21,2.8499000000000025
O=C1COc2ccccc2N1CCCN1CCN(c2cccc3[nH]c(=O)oc23)CC1,9.2,2.0587999999999997
C=CCN1CCC[C@H]1CNC(=O)c1cccc(CCCF)c1,9.2,2.9689000000000014
Cc1c(S(=O)(=O)N[C@@H]2CCN(CCCc3noc4ccccc34)C2)sc2ccc(F)cc12,9.2,4.475420000000004
O=C(Nc1ccccc1)N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1,9.2,5.188900000000006
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Br)cc(OC)c1OC,9.19,2.386
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,9.19,2.4303
O=C(CCCN1CCC2(CC1)C(=O)N(CCc1ccc(Nc3ccc([N+](=O)[O-])c4nonc34)cc1)CN2c1ccccc1)c1ccc(F)cc1,9.18,6.360200000000006
CN(C)C1C=CC2(CC1)c1ccccc1C=Cc1ccc(Cl)cc12,9.18,5.390100000000005
C=CCN1CCC[C@H]1CNC(=O)c1cc(I)cc(OC)c1OC,9.17,2.688600000000001
CCCN(C)C1CCc2ccc(O)cc2C1,9.17,2.5913000000000013
O=C1COc2c(N3CCN(CCCCOc4ccn5ncc(/C=N/O)c5c4)CC3)ccc(O)c2N1,9.17,2.1600999999999995
O=C1CCc2ccc(OCCCCN3CCN(c4ccc(O)c5c4OCC(=O)N5)CC3)cc2N1,9.17,2.5890000000000004
NCCc1ccc(O)c(O)c1,9.17,0.5989999999999998
CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,9.17,4.335800000000004
O=C1COc2c(F)cc(CCCCN3CCN(c4cccc5sccc45)CC3)cc2N1,9.17,4.516200000000004
S=c1[nH]c2ccc(OCCN3CCN(c4ccccc4)CC3)cc2[nH]1,9.17,3.426490000000002
CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3ccc(F)cc3F)CC2)CC1,9.16,5.006900000000004
CCCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,9.16,3.2208000000000014
CCOC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1,9.15,4.113300000000003
CCCN(CCC)C1CCc2c(ccc(O)c2O)C1,9.15,3.0771000000000024
O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4OCCC5)CC3)nc2N1,9.15,3.2725000000000017
O=S(=O)(NCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1)c1ccc2ccccc2c1,9.15,4.917900000000004
O=C1CCc2ccc(OCCCCN3CCN(c4cccc5[nH]ccc45)CC3)cc2N1,9.15,4.033800000000003
O=S(=O)(c1cccc2ncccc12)N1CCC[C@@H]1CCN1CCN(c2nsc3ccccc23)CC1,9.15,4.209900000000004
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1S2,9.15,3.7881000000000027
O=Cc1cnn2ccc(OCCCCN3CCN(c4ccc(O)c5c4OCC(=O)N5)CC3)cc12,9.14,2.1644999999999994
CN1CCN(C2Cc3ccccc3Sc3ccc(-c4cncnc4)cc32)CC1,9.14,4.139400000000004
Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,9.14,4.080620000000003
CC(C)N(C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)C(C)C,9.14,5.195600000000005
COc1ccccc1N1CCN(CCCCOc2ccc3ccnn3c2)CC1,9.13,3.3241000000000023
FC(F)(F)c1cccc(N2CCN(CCCCNc3cc(-c4ccccc4)ccn3)CC2)c1,9.12,5.781700000000006
CCCN(CCc1cccs1)C1CCc2ccc(O)cc2C1,9.12,4.265700000000003
