SMILES,pIC50,logP
CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)C(C)(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,10.3,6.365920000000008
CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,10.3,5.630820000000007
COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,10.3,3.2726000000000015
CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO[C@@H]1O[C@H](CC)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,10.28,3.089100000000002
CC(=O)N1CCC(C(=O)N2CC[C@H](C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3)C2)CC1,10.28,5.712500000000007
COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCN(C(=O)CCNC(C)=O)C[C@H]1c1ccccc1.Cl,10.27,3.1120000000000014
COC(=O)N1CC[C@H](NCc2cc(-n3nnnc3C(F)(F)F)ccc2OC)[C@H](c2ccccc2)C1,10.27,3.403800000000002
COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCN(C(=O)NC2CC2)C[C@H]1c1ccccc1.Cl,10.25,3.9312000000000036
COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCN(C(=O)NCC(F)(F)F)C[C@H]1c1ccccc1.Cl,10.24,4.331100000000004
COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCN(C(=O)C2CN(C(C)=O)C2)C[C@H]1c1ccccc1.Cl,10.24,3.064100000000002
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(N)=O,10.24,-3.7110000000000074
C[C@@H](O[C@H]1CN2C(=O)C(N)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,10.22,5.0351000000000035
C[C@@H](O[C@H]1CN2C(=O)NC[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,10.22,5.500700000000004
Cc1ccccc1[C@H]1[C@@H]2CN(C3=NC(=O)CO3)C[C@H]2CC[C@@H]1O[C@H](CO)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,10.22,5.489620000000007
CC(C)NC(=O)N1C[C@@H](O[C@H](C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](c2ccc(F)cc2)C1,10.22,6.526900000000006
C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,10.22,7.681900000000007
